EMPIN,TOTINC,INCTAX,CIP,HRSWRK,NOCS,HHSIZE,CF_RP,COW,MODE,YEAR,CITIZEN,AGEGRP,CFSTAT,POWST,GENSTAT,LFTAG,PR,ATTSCH,CMA,KOL,MARSTH,EFSIZE,SEX,CFSIZE,BEDRM,ROOM,CONDO,REPAIR,DTYPE
46970.875,54771.152,5877.739,7,5,8,3,2,1,2,2025,2,7,3,2,1,1,3,1,535,1,1,3,2,3,3,3,0,1,2
10970.876,51771.152,7877.739,6,0,99,1,3,9,9,2025,1,12,5,9,4,13,5,1,999,1,1,1,2,1,2,2,0,1,1
10970.876,41771.152,2877.7388,10,0,99,1,3,9,9,2025,1,12,5,9,4,13,4,1,999,1,3,1,1,1,3,4,0,1,1
49970.875,111771.16,23877.738,13,8,9,2,1,2,2,2025,1,12,1,4,4,1,4,1,999,1,2,2,2,2,3,4,0,1,1
60970.875,74771.16,12877.738,1,5,5,1,3,1,2,2025,1,9,5,4,4,1,3,1,999,3,1,1,1,1,2,2,0,2,2
120970.875,101771.16,17877.738,8,4,3,4,2,1,9,2025,3,7,1,1,1,1,3,1,535,1,2,4,2,4,2,3,0,1,2
10970.876,29771.152,2877.7388,13,0,99,2,1,9,9,2025,1,12,1,9,4,13,1,1,999,1,2,2,2,2,3,3,0,3,1
19970.875,51771.152,4877.739,11,2,7,1,3,2,7,2025,1,11,5,4,4,1,2,1,462,2,3,1,1,1,3,3,0,1,1
10971.876,35771.152,2877.7388,13,0,5,2,3,1,9,2025,1,12,6,9,4,12,3,1,999,1,3,2,1,2,3,4,0,1,3
22970.875,62771.152,6877.739,13,0,8,2,1,1,9,2025,1,12,1,9,4,12,4,1,999,1,2,2,2,2,1,2,1,1,1
19970.875,39771.152,5877.739,13,5,8,2,1,3,2,2025,1,11,1,2,4,1,2,1,999,2,1,2,2,2,3,4,0,1,1
10970.876,20771.152,2877.7388,11,0,7,3,2,1,9,2025,3,7,1,9,1,4,2,1,462,2,2,3,1,3,3,4,0,1,3
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,2,99,4,9,835,1,1,4,2,4,2,2,1,1,2
28970.875,36771.152,3877.7388,8,5,7,2,2,1,2,2025,1,5,4,4,4,1,3,1,999,1,1,2,2,2,2,2,1,1,2
107970.875,136771.16,26877.738,5,5,2,3,1,1,2,2025,1,11,2,4,4,1,3,1,535,1,3,2,1,2,3,4,0,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,3,9,3,99,5,9,933,1,1,3,2,3,3,4,0,1,1
10970.876,29771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,3,13,3,1,999,1,2,2,1,2,2,4,0,2,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,4,9,4,99,2,9,462,2,1,4,1,4,2,2,0,1,1
60970.875,66771.16,12877.738,8,5,8,1,3,1,2,2025,1,8,5,5,4,1,3,1,999,1,1,1,2,1,2,2,0,1,1
10970.876,29771.152,2877.7388,13,0,99,1,1,9,9,2025,1,13,5,9,4,14,2,1,462,2,3,1,1,1,3,4,0,1,1
90970.875,101771.16,21877.738,1,7,5,4,1,1,2,2025,1,10,1,4,4,1,4,1,999,1,2,4,1,4,3,3,0,1,1
43970.875,50771.152,8877.738,13,7,8,1,3,1,2,2025,1,8,5,5,4,1,2,1,999,2,1,1,2,1,2,2,0,1,1
24970.875,65771.16,5877.739,3,0,7,1,3,1,9,2025,1,12,5,9,4,11,1,1,999,3,3,1,1,1,1,1,0,2,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,1,9,999,1,1,3,2,3,1,1,0,1,2
35970.875,40771.152,3877.7388,5,5,7,2,2,1,7,2025,3,7,1,4,1,1,5,1,933,1,2,2,1,2,1,1,0,2,2
10970.876,46771.152,5877.739,13,0,99,1,3,9,9,2025,1,13,5,9,4,13,5,1,933,1,3,1,2,1,2,2,0,2,1
10970.876,25771.152,2877.7388,3,0,99,2,1,9,9,2025,2,13,1,9,1,13,3,1,999,1,2,2,1,2,1,1,0,2,2
10970.876,29771.152,2877.7388,13,0,99,1,3,9,9,2025,1,13,5,9,4,14,2,1,999,2,3,1,1,1,2,2,0,2,2
140970.88,236771.16,51877.74,10,7,3,1,3,1,9,2025,1,9,5,1,3,1,5,1,999,1,3,1,2,1,2,3,0,1,1
64970.875,67771.16,9877.738,13,5,8,3,1,1,2,2025,1,7,1,4,4,1,4,1,999,1,2,3,2,3,3,3,0,2,1
61970.875,68771.16,9877.738,2,4,10,2,1,1,2,2025,1,10,1,6,4,1,2,1,999,2,1,2,1,2,2,4,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,4,1,4,2,4,0,1,1
42970.875,52771.152,6877.739,1,4,5,2,1,1,2,2025,1,6,1,6,4,1,2,1,999,3,1,2,1,2,2,3,0,1,3
14970.876,25771.152,2877.7388,13,4,5,1,3,1,2,2025,3,4,5,4,1,1,4,1,999,3,1,1,1,1,2,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,4,9,999,1,1,3,2,3,2,3,0,2,1
10970.876,60771.152,10877.738,4,0,99,2,1,9,9,2025,1,12,1,9,4,13,5,1,933,1,2,2,1,2,2,4,0,1,1
20970.875,54771.152,8877.738,4,0,99,3,1,9,9,2025,2,11,1,9,1,13,3,1,535,1,2,3,1,3,3,4,0,2,2
58970.875,102771.16,12877.738,6,3,7,2,2,3,2,2025,2,7,4,4,1,1,5,1,933,1,1,2,1,2,2,4,0,1,1
140970.88,176771.16,64877.74,8,8,3,1,3,1,2,2025,2,11,5,6,1,1,2,1,462,3,3,1,2,1,2,4,0,1,1
59970.875,65771.16,7877.739,10,5,8,3,2,1,7,2025,1,9,1,4,4,1,1,1,999,1,2,3,1,3,3,4,0,2,1
10970.876,48771.152,5877.739,6,0,99,3,2,9,9,2025,1,12,1,9,2,13,3,1,999,1,2,3,2,3,2,3,0,1,2
57970.875,90771.16,16877.738,13,5,9,2,1,3,2,2025,1,11,1,5,4,1,5,1,999,1,2,2,2,2,2,3,0,2,2
120970.875,166771.16,27877.738,10,7,4,3,1,1,2,2025,2,11,2,4,1,1,3,1,999,1,3,3,1,3,2,2,0,1,1
68970.875,80771.16,11877.738,11,7,8,2,1,1,2,2025,1,9,2,5,4,1,2,1,462,3,1,2,2,2,2,2,0,3,2
72970.875,77771.16,12877.738,5,5,2,5,2,1,9,2025,1,8,1,1,2,1,3,2,999,1,2,5,1,5,2,3,0,3,1
41970.875,56771.152,12877.738,8,6,8,2,1,1,2,2025,1,11,1,2,4,1,2,1,462,2,1,2,2,2,1,1,0,1,2
38970.875,45771.152,4877.739,9,5,8,4,2,1,2,2025,1,9,1,4,4,1,5,2,999,1,2,4,2,4,2,2,0,2,2
34970.875,75771.16,11877.738,9,2,2,2,1,1,2,2025,1,12,1,6,4,1,3,1,999,1,2,2,2,2,2,2,0,2,3
10970.876,25771.152,2877.7388,13,0,99,2,2,9,9,2025,2,12,1,9,1,13,2,1,462,2,2,2,1,2,2,2,0,1,2
48970.875,54771.152,8877.738,4,5,8,2,2,1,2,2025,3,6,1,2,1,1,4,1,825,1,1,2,2,2,2,3,0,1,1
10970.876,38771.152,2877.7388,13,0,99,1,3,9,9,2025,2,13,5,9,1,13,3,1,999,4,3,1,1,1,2,3,0,1,1
10970.876,32771.152,2877.7388,13,0,99,2,2,9,9,2025,1,13,1,9,4,13,3,1,999,1,2,2,1,2,3,4,0,2,1
95970.875,108771.16,20877.738,13,4,3,2,1,1,2,2025,1,9,1,5,4,1,5,1,999,1,2,2,2,2,2,2,0,1,2
86970.875,94771.16,19877.738,5,5,2,3,1,1,2,2025,1,8,1,4,4,1,2,1,999,3,1,3,2,3,3,4,0,2,1
56970.875,62771.152,11877.738,8,6,8,4,1,1,2,2025,1,7,1,6,4,1,2,1,999,3,1,4,2,4,2,2,0,1,1
10970.876,41771.152,2877.7388,13,0,99,2,1,9,9,2025,1,12,1,9,2,13,3,1,535,1,2,2,2,2,2,1,0,2,1
23970.875,31771.152,2878.7388,13,4,7,3,2,1,2,2025,2,11,1,4,1,1,2,1,462,3,1,3,1,3,2,4,0,1,1
69970.875,73771.16,14877.738,8,6,3,3,1,1,2,2025,1,8,1,4,4,1,3,1,999,1,2,3,2,3,1,1,0,1,2
10970.876,43771.152,5877.739,11,0,99,2,1,9,9,2025,2,11,1,9,1,13,5,1,999,1,2,2,1,2,3,4,0,1,1
11970.876,35771.152,4877.739,4,0,99,5,2,9,9,2025,2,6,1,9,1,13,3,1,999,1,2,5,1,5,2,4,0,1,1
83970.875,82771.16,12877.738,4,5,5,2,3,1,9,2025,3,6,7,1,1,1,3,1,535,1,1,2,2,2,2,2,1,1,2
30970.875,75771.16,14877.738,5,1,10,2,2,3,9,2025,2,12,1,1,1,1,4,1,825,3,2,2,2,2,2,2,0,1,3
29970.875,56771.152,4877.739,10,0,9,2,3,1,9,2025,1,8,6,9,4,5,4,2,835,3,1,2,1,2,3,4,0,2,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,3,2,3,2,4,0,1,1
11970.876,17771.152,2877.7388,5,5,5,3,2,1,2,2025,1,5,3,5,4,1,3,2,999,1,1,3,1,3,3,4,0,1,1
54970.875,60771.152,4877.739,6,5,4,2,1,1,5,2025,2,11,1,5,1,1,5,1,999,1,2,2,1,2,1,1,0,1,2
30970.875,32771.152,2877.7388,3,5,7,1,3,1,2,2025,1,5,5,4,4,1,1,1,999,1,1,1,1,1,2,2,1,1,2
97970.875,113771.16,24877.738,4,5,5,3,1,1,7,2025,1,7,1,4,4,1,3,1,535,3,2,3,1,3,2,3,0,1,1
30970.875,49771.152,6877.739,8,0,8,3,2,1,9,2025,1,6,1,9,2,11,2,1,462,3,1,3,2,3,1,1,1,1,2
10970.876,26771.152,2877.7388,13,0,99,2,2,9,9,2025,1,11,1,9,4,13,4,1,999,1,2,2,1,2,2,2,0,1,2
10970.876,18771.152,2877.7388,4,0,99,2,2,9,9,2025,1,7,4,9,2,13,3,2,535,1,1,2,1,2,1,1,0,1,2
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,2,99,3,9,999,1,1,5,1,5,2,4,0,1,1
38970.875,73771.16,12877.738,13,0,3,2,1,1,9,2025,2,12,1,9,1,12,3,1,535,3,2,2,1,2,3,4,0,1,1
10970.876,40771.152,2877.7388,13,0,99,6,3,9,9,2025,2,13,7,9,1,14,3,1,535,1,3,6,2,1,2,2,1,1,2
10970.876,32771.152,2877.7388,13,0,99,3,1,9,9,2025,1,8,2,9,3,14,3,1,999,1,1,3,1,3,2,4,0,1,3
40970.875,45771.152,4877.739,8,5,8,1,3,1,2,2025,1,8,5,4,4,1,2,1,999,2,1,1,2,1,2,3,0,2,1
10970.876,28771.152,2877.7388,13,0,99,3,1,9,9,2025,2,12,1,9,1,13,3,1,999,1,2,3,2,3,2,2,0,1,2
55970.875,60771.152,5877.739,4,4,5,3,2,1,9,2025,1,8,1,1,4,1,2,1,462,3,1,3,1,2,2,3,0,2,1
22970.875,71771.16,8877.738,1,0,9,2,2,3,9,2025,1,13,1,9,3,11,4,1,999,1,2,2,1,2,3,4,0,1,1
130970.875,126771.16,32877.74,8,5,3,2,1,1,9,2025,1,7,1,1,4,1,4,1,999,1,1,2,2,2,3,3,0,2,1
10970.876,17771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,2,9,462,3,1,5,1,5,2,2,1,1,2
40970.875,51771.152,7877.739,8,6,8,3,2,1,2,2025,1,10,1,2,4,1,2,1,462,2,1,3,2,3,3,4,0,1,3
15970.876,22771.152,2877.7388,13,5,7,4,2,1,2,2025,1,5,3,4,4,1,4,1,999,1,1,4,2,4,2,4,1,1,3
60970.875,80771.16,10877.738,13,5,2,2,1,1,2,2025,1,11,2,5,4,1,4,1,999,1,3,2,1,2,2,2,1,2,2
10970.876,28771.152,2877.7388,13,0,99,1,3,9,9,2025,3,13,5,9,1,14,5,1,999,4,3,1,1,1,2,4,0,2,3
79970.875,95771.16,27877.738,13,8,8,2,1,1,2,2025,1,11,1,2,4,1,4,1,999,3,2,2,2,2,2,4,0,1,1
52970.875,116771.16,18877.738,13,0,7,2,1,3,9,2025,1,13,1,9,2,11,4,1,999,1,2,2,2,2,3,4,0,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,3,1,3,9,1,99,2,9,462,4,1,3,1,3,3,4,0,1,1
47970.875,74771.16,17877.738,10,3,4,5,2,1,2,2025,1,7,1,5,4,1,4,1,835,3,2,5,1,5,2,2,0,1,2
50970.875,83771.16,20877.738,13,3,3,2,2,1,2,2025,1,12,1,6,2,1,2,1,462,3,2,2,2,2,2,1,1,3,2
18970.875,64771.152,13877.738,10,0,99,2,2,9,9,2025,2,12,1,9,1,13,4,1,835,1,2,2,1,2,3,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,4,1,4,2,4,0,1,1
10970.876,28771.152,2877.7388,13,0,99,2,1,9,9,2025,1,12,1,9,4,14,2,1,999,2,2,2,2,2,2,2,0,1,2
27970.875,33771.152,2877.7388,13,6,10,3,2,1,1,2025,1,11,1,4,4,1,2,1,999,2,1,3,1,3,1,1,0,1,2
10970.876,40771.152,4877.739,13,0,99,2,2,9,9,2025,2,13,1,9,1,13,2,1,462,1,2,2,2,2,3,4,0,1,1
10971.876,29771.152,2877.7388,11,0,99,2,2,9,9,2025,1,11,1,9,4,13,1,1,999,1,2,2,1,2,2,1,0,3,2
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,4,2,4,2,3,0,1,1
10970.876,17771.152,2877.7388,13,0,99,1,3,9,9,2025,1,11,5,9,4,14,2,1,999,2,1,1,1,1,2,2,0,1,2
93970.875,90771.16,14877.738,13,5,3,1,3,1,9,2025,1,6,5,1,4,1,2,1,999,3,1,1,2,1,1,2,0,1,2
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,4,99,3,9,999,1,1,4,2,4,2,2,0,1,2
10970.876,36771.152,2878.7388,13,0,99,2,2,9,9,2025,2,12,1,9,1,13,4,1,825,1,2,2,1,2,3,4,0,2,1
10970.876,30771.152,2877.7388,13,0,99,2,1,9,9,2025,1,12,1,9,3,13,5,1,999,1,2,2,1,2,2,3,0,2,1
10970.876,16771.152,2877.7388,99,99,99,6,2,9,9,2025,1,1,3,9,4,99,4,9,825,1,1,6,1,3,2,2,0,1,2
21970.875,31771.152,2877.7388,5,2,7,3,3,1,6,2025,3,6,7,4,1,1,3,2,535,1,2,3,1,3,2,4,0,1,3
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,3,99,4,9,835,1,1,3,2,3,2,3,0,1,3
10970.876,41771.152,6877.739,10,0,99,2,2,9,9,2025,2,12,1,9,1,13,2,1,462,3,2,2,1,2,3,3,0,2,1
43970.875,50771.152,6877.739,4,4,5,3,2,1,2,2025,1,11,1,6,4,1,3,1,999,1,2,3,1,3,1,1,0,1,2
67970.875,136771.16,28877.738,8,7,8,2,1,2,2,2025,2,12,1,2,1,1,3,1,535,1,2,2,2,2,2,4,0,1,1
82970.875,86771.16,12877.738,13,5,3,2,1,1,2,2025,1,7,2,4,4,1,2,1,999,3,1,2,1,2,2,4,0,2,1
10970.876,39771.152,3877.7388,13,0,99,2,1,9,9,2025,1,13,2,9,4,13,3,1,535,1,3,2,1,2,2,1,1,1,2
10970.876,29771.152,2877.7388,10,0,99,2,2,9,9,2025,1,12,1,9,4,13,1,1,999,1,2,2,1,2,1,1,0,1,2
27970.875,43771.152,3877.7388,10,4,4,3,2,1,2,2025,1,4,3,4,4,1,2,1,999,3,1,3,2,3,2,2,0,1,2
10970.876,28771.152,2877.7388,13,0,99,2,2,9,9,2025,1,11,1,9,4,13,2,1,999,2,2,2,1,2,3,3,1,1,1
30970.875,46771.152,2878.7388,10,0,4,2,3,1,5,2025,1,6,6,4,4,2,3,1,535,1,3,2,1,2,1,1,0,3,2
99970.875,91771.16,13877.738,5,5,10,1,3,1,5,2025,1,8,5,6,4,1,2,1,999,3,1,1,2,1,1,1,0,3,1
10970.876,51771.152,7877.739,8,0,99,2,2,9,9,2025,2,12,1,9,1,13,3,1,999,1,2,2,2,2,2,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,4,1,4,2,3,0,3,2
41970.875,56771.152,6877.739,7,0,3,3,2,1,9,2025,1,6,3,9,2,11,3,1,535,1,1,3,2,3,2,2,1,1,2
99970.875,115771.16,22877.738,8,7,7,4,1,1,2,2025,1,9,1,4,4,1,2,1,999,3,1,4,2,4,3,3,0,1,1
74970.875,93771.16,18877.738,3,5,8,1,3,1,2,2025,1,10,5,4,4,1,2,1,999,2,3,1,2,1,2,3,0,1,1
120970.875,196771.16,35877.74,6,5,3,2,1,1,9,2025,1,13,1,1,2,1,3,1,999,1,2,2,2,2,2,3,0,1,1
94970.875,146771.16,32877.74,3,5,2,1,3,2,9,2025,1,10,5,1,4,1,3,1,535,1,3,1,2,1,3,3,0,2,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,4,1,4,2,2,0,1,3
10970.876,29771.152,2877.7388,13,0,99,2,2,9,9,2025,1,13,1,9,4,13,2,1,999,2,2,2,1,2,3,3,0,1,1
61970.875,69771.16,11877.738,13,8,8,5,1,1,2,2025,1,9,1,4,2,1,3,1,535,1,2,5,2,5,2,2,0,1,1
65970.875,98771.16,18877.738,10,5,4,2,1,2,2,2025,2,11,1,6,1,1,3,1,999,1,2,2,2,2,2,1,0,1,2
10970.876,33771.152,2877.7388,13,0,99,2,1,9,9,2025,1,12,2,9,4,13,1,1,999,3,3,2,1,2,2,3,1,1,2
10970.876,26771.152,2877.7388,5,0,99,2,1,9,9,2025,1,12,1,9,4,13,2,1,999,2,1,2,1,2,2,3,0,3,3
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,2,99,4,9,999,1,1,4,1,4,3,4,0,1,1
10970.876,16771.152,2877.7388,13,0,8,3,2,1,9,2025,1,3,3,9,4,9,1,1,999,1,1,3,2,3,2,2,0,3,1
93970.875,109771.16,19877.738,4,0,5,2,2,1,9,2025,1,6,1,1,3,2,5,1,933,1,2,2,1,2,3,4,0,1,2
10970.876,43771.152,4877.739,13,0,99,1,3,9,9,2025,1,12,5,9,4,13,2,1,462,2,3,1,1,1,2,1,1,1,2
190970.88,156771.16,28877.738,4,5,2,4,1,1,6,2025,2,9,1,4,1,1,4,1,825,1,2,4,2,4,2,4,0,1,1
54970.875,87771.16,17877.738,8,0,3,2,1,1,2,2025,1,12,2,6,4,2,3,1,535,1,1,2,2,2,1,1,0,1,2
33970.875,46771.152,4877.739,13,6,10,1,3,1,2,2025,1,7,5,2,4,1,2,1,999,2,1,1,2,1,1,1,0,1,2
10970.876,29771.152,2878.7388,3,0,99,3,2,9,9,2025,1,6,3,9,2,13,2,2,462,3,1,3,1,3,2,4,0,1,1
190970.88,446766.16,97877.74,10,5,1,2,1,1,2,2025,1,12,1,4,3,1,5,1,999,1,2,2,2,2,2,4,0,2,1
18970.875,32771.152,2877.7388,6,1,8,3,2,1,2,2025,1,6,3,4,3,1,2,2,462,3,1,3,2,3,3,4,0,2,1
15970.876,29771.152,2877.7388,7,0,99,4,2,9,9,2025,2,10,1,9,1,9,3,1,999,1,2,4,1,4,3,4,0,1,2
10970.876,31771.152,2877.7388,1,0,99,4,1,9,9,2025,2,13,2,9,1,14,3,1,535,1,3,4,1,2,2,4,0,1,1
31970.875,64771.152,10877.738,13,2,2,2,2,3,7,2025,1,11,1,5,4,1,4,1,999,1,2,2,1,2,2,4,0,1,2
68970.875,109771.16,21877.738,6,7,6,2,2,2,9,2025,2,11,1,1,1,1,3,1,999,1,1,2,2,2,3,3,0,1,1
25970.875,28771.152,2877.7388,13,5,8,3,2,1,2,2025,1,5,3,2,4,1,4,2,835,1,1,3,2,3,2,2,0,1,3
102970.875,106771.16,21877.738,8,5,2,3,1,1,9,2025,3,7,1,1,4,1,3,1,999,1,2,3,2,3,2,4,0,1,1
10970.876,51771.152,7877.739,1,0,99,2,1,9,9,2025,1,12,1,9,4,13,4,1,999,1,2,2,2,2,2,3,0,1,1
10970.876,18771.152,2877.7388,13,2,7,3,2,1,5,2025,1,3,3,4,4,1,2,2,999,3,1,3,2,3,2,4,0,1,1
10971.876,59771.152,7877.739,13,0,99,1,3,9,9,2025,1,12,5,9,4,13,3,1,999,1,3,1,1,1,3,4,0,2,1
28970.875,44771.152,4877.739,13,0,8,2,2,1,9,2025,1,11,1,9,4,11,4,1,999,1,1,2,2,2,2,2,0,2,1
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,2,3,9,2,99,3,9,999,1,1,5,2,5,2,4,0,1,1
10970.876,42771.152,3877.7388,9,0,99,2,1,9,9,2025,1,12,1,9,4,13,2,1,999,2,2,2,2,2,2,2,0,1,2
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,4,1,4,2,2,0,1,1
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,4,9,4,99,2,9,999,2,1,3,2,3,2,3,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,999,2,1,4,1,4,2,4,0,1,3
10970.876,55771.152,6877.739,5,0,99,1,3,9,9,2025,1,12,5,9,4,13,3,1,999,1,3,1,1,1,2,3,0,1,1
11970.876,49771.152,8877.738,5,0,99,2,1,9,9,2025,1,11,1,9,4,13,2,1,999,2,2,2,2,2,2,2,0,2,2
32970.875,35771.152,2877.7388,13,5,7,2,2,1,2,2025,1,11,4,5,4,1,5,1,999,1,3,2,1,2,3,4,0,1,1
51970.875,87771.16,14877.738,13,2,5,2,2,1,7,2025,1,12,1,4,3,1,5,1,933,1,2,2,1,2,2,4,0,1,1
61970.875,73771.16,11877.738,4,5,2,1,3,1,2,2025,1,7,5,5,4,1,5,1,933,1,1,1,1,1,2,3,0,3,3
10970.876,33771.152,2877.7388,13,0,99,3,1,9,9,2025,1,12,2,9,4,13,3,1,999,1,3,3,1,3,3,4,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,2,9,462,3,1,4,2,4,2,3,0,1,2
10970.876,25771.152,2877.7388,13,0,99,1,3,9,9,2025,1,6,5,9,4,14,2,1,999,2,1,1,1,1,2,3,0,2,1
22970.875,76771.16,11877.738,10,0,99,2,2,9,9,2025,1,12,1,9,2,13,2,1,462,3,2,2,1,2,2,2,0,2,1
10970.876,16771.152,2877.7388,13,0,99,3,2,9,9,2025,1,3,4,9,4,14,3,2,999,1,1,3,1,3,2,2,0,1,1
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,4,99,2,9,999,2,1,4,1,4,3,3,0,1,3
11970.876,50771.152,4877.739,13,0,99,1,3,9,9,2025,1,11,5,9,4,13,3,1,999,3,3,1,1,1,2,2,1,1,2
62970.875,60771.152,5877.739,4,5,7,3,2,1,9,2025,1,7,1,1,4,1,3,1,999,1,2,3,1,3,2,1,0,1,3
81970.875,84771.16,16877.738,7,6,2,3,1,1,9,2025,1,10,1,1,4,1,3,1,535,1,2,3,1,3,1,1,0,1,2
10970.876,42771.152,6877.739,13,0,99,2,1,9,9,2025,1,13,1,9,4,13,2,1,462,2,2,2,2,2,2,2,1,1,3
97970.875,100771.16,16877.738,13,5,2,3,1,1,9,2025,1,6,1,1,4,1,5,1,933,1,2,3,1,3,2,2,0,1,3
10970.876,30771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,5,1,999,1,2,2,1,2,1,2,1,1,2
10970.876,16771.152,2877.7388,13,2,7,3,2,1,2,2025,3,3,3,4,1,1,4,2,999,1,1,3,1,3,2,3,0,1,1
24970.875,36771.152,2877.7388,10,0,10,2,2,1,2,2025,3,5,1,4,1,2,3,1,999,1,2,2,1,2,2,4,0,1,1
56970.875,65771.16,7877.739,2,5,5,4,1,1,2,2025,1,8,1,4,3,1,1,1,999,1,2,4,2,4,2,2,0,1,3
